city_name,city_code,age,sex,measurement_date,name,value,unit
Prov. Namur,BE35,65 years or over,Females,2011,Mental and behavioural disorders (F00-F99),132.31,Rate
Prov. Namur,BE35,65 years or over,Females,2012,Mental and behavioural disorders (F00-F99),137.31,Rate
Prov. Namur,BE35,65 years or over,Females,2013,Mental and behavioural disorders (F00-F99),161.24,Rate
Prov. Namur,BE35,65 years or over,Females,2014,Mental and behavioural disorders (F00-F99),149.94,Rate
Prov. Namur,BE35,65 years or over,Females,2015,Mental and behavioural disorders (F00-F99),149.76,Rate
Prov. Namur,BE35,65 years or over,Females,2016,Mental and behavioural disorders (F00-F99),148.02,Rate
Prov. Namur,BE35,65 years or over,Females,2017,Mental and behavioural disorders (F00-F99),159.39,Rate
Prov. Namur,BE35,65 years or over,Females,2018,Mental and behavioural disorders (F00-F99),110.1,Rate
Prov. Namur,BE35,65 years or over,Females,2019,Mental and behavioural disorders (F00-F99),143.62,Rate
Prov. Namur,BE35,65 years or over,Females,2020,Mental and behavioural disorders (F00-F99),149.33,Rate
Prov. Namur,BE35,65 years or over,Females,2011,Other mental and behavioural disorders (remainder of F00-F99),15.13,Rate
Prov. Namur,BE35,65 years or over,Females,2012,Other mental and behavioural disorders (remainder of F00-F99),23.35,Rate
Prov. Namur,BE35,65 years or over,Females,2013,Other mental and behavioural disorders (remainder of F00-F99),8.53,Rate
Prov. Namur,BE35,65 years or over,Females,2014,Other mental and behavioural disorders (remainder of F00-F99),6.99,Rate
Prov. Namur,BE35,65 years or over,Females,2015,Other mental and behavioural disorders (remainder of F00-F99),14.75,Rate
Prov. Namur,BE35,65 years or over,Females,2016,Other mental and behavioural disorders (remainder of F00-F99),19.33,Rate
Prov. Namur,BE35,65 years or over,Females,2017,Other mental and behavioural disorders (remainder of F00-F99),22.08,Rate
Prov. Namur,BE35,65 years or over,Females,2018,Other mental and behavioural disorders (remainder of F00-F99),14.44,Rate
Prov. Namur,BE35,65 years or over,Females,2019,Other mental and behavioural disorders (remainder of F00-F99),9.96,Rate
Prov. Namur,BE35,65 years or over,Females,2020,Other mental and behavioural disorders (remainder of F00-F99),21.75,Rate
Prov. Namur,BE35,65 years or over,Females,2011,Other ischaemic heart diseases,151.02,Rate
Prov. Namur,BE35,65 years or over,Females,2012,Other ischaemic heart diseases,104.51,Rate
Prov. Namur,BE35,65 years or over,Females,2013,Other ischaemic heart diseases,132.81,Rate
Prov. Namur,BE35,65 years or over,Females,2014,Other ischaemic heart diseases,99.83,Rate
Prov. Namur,BE35,65 years or over,Females,2015,Other ischaemic heart diseases,148.58,Rate
Prov. Namur,BE35,65 years or over,Females,2016,Other ischaemic heart diseases,109.05,Rate
Prov. Namur,BE35,65 years or over,Females,2017,Other ischaemic heart diseases,108.66,Rate
Prov. Namur,BE35,65 years or over,Females,2018,Other ischaemic heart diseases,74.94,Rate
Prov. Namur,BE35,65 years or over,Females,2019,Other ischaemic heart diseases,119.0,Rate
Prov. Namur,BE35,65 years or over,Females,2020,Other ischaemic heart diseases,103.17,Rate
Prov. Namur,BE35,65 years or over,Females,2011,Acute myocardial infarction including subsequent myocardial infarction,135.57,Rate
Prov. Namur,BE35,65 years or over,Females,2012,Acute myocardial infarction including subsequent myocardial infarction,171.99,Rate
Prov. Namur,BE35,65 years or over,Females,2013,Acute myocardial infarction including subsequent myocardial infarction,134.8,Rate
Prov. Namur,BE35,65 years or over,Females,2014,Acute myocardial infarction including subsequent myocardial infarction,132.57,Rate
Prov. Namur,BE35,65 years or over,Females,2015,Acute myocardial infarction including subsequent myocardial infarction,164.48,Rate
Prov. Namur,BE35,65 years or over,Females,2016,Acute myocardial infarction including subsequent myocardial infarction,121.89,Rate
Prov. Namur,BE35,65 years or over,Females,2017,Acute myocardial infarction including subsequent myocardial infarction,105.89,Rate
Prov. Namur,BE35,65 years or over,Females,2018,Acute myocardial infarction including subsequent myocardial infarction,141.86,Rate
Prov. Namur,BE35,65 years or over,Females,2019,Acute myocardial infarction including subsequent myocardial infarction,115.0,Rate
Prov. Namur,BE35,65 years or over,Females,2020,Acute myocardial infarction including subsequent myocardial infarction,76.28,Rate
Prov. Namur,BE35,65 years or over,Females,2011,Cerebrovascular diseases,304.2,Rate
Prov. Namur,BE35,65 years or over,Females,2012,Cerebrovascular diseases,296.72,Rate
Prov. Namur,BE35,65 years or over,Females,2013,Cerebrovascular diseases,258.25,Rate
Prov. Namur,BE35,65 years or over,Females,2014,Cerebrovascular diseases,290.54,Rate
Prov. Namur,BE35,65 years or over,Females,2015,Cerebrovascular diseases,237.98,Rate
Prov. Namur,BE35,65 years or over,Females,2016,Cerebrovascular diseases,265.55,Rate
Prov. Namur,BE35,65 years or over,Females,2017,Cerebrovascular diseases,236.54,Rate
Prov. Namur,BE35,65 years or over,Females,2018,Cerebrovascular diseases,251.11,Rate
Prov. Namur,BE35,65 years or over,Females,2019,Cerebrovascular diseases,206.99,Rate
Prov. Namur,BE35,65 years or over,Females,2020,Cerebrovascular diseases,205.28,Rate
Prov. Namur,BE35,65 years or over,Females,2011,Chronic lower respiratory diseases,131.98,Rate
Prov. Namur,BE35,65 years or over,Females,2012,Chronic lower respiratory diseases,171.22,Rate
Prov. Namur,BE35,65 years or over,Females,2013,Chronic lower respiratory diseases,166.86,Rate
Prov. Namur,BE35,65 years or over,Females,2014,Chronic lower respiratory diseases,160.55,Rate
Prov. Namur,BE35,65 years or over,Females,2015,Chronic lower respiratory diseases,149.6,Rate
Prov. Namur,BE35,65 years or over,Females,2016,Chronic lower respiratory diseases,156.96,Rate
Prov. Namur,BE35,65 years or over,Females,2017,Chronic lower respiratory diseases,170.51,Rate
Prov. Namur,BE35,65 years or over,Females,2018,Chronic lower respiratory diseases,156.97,Rate
Prov. Namur,BE35,65 years or over,Females,2019,Chronic lower respiratory diseases,151.35,Rate
Prov. Namur,BE35,65 years or over,Females,2020,Chronic lower respiratory diseases,165.61,Rate
Prov. Namur,BE35,65 years or over,Females,2011,Asthma and status asthmaticus,9.07,Rate
Prov. Namur,BE35,65 years or over,Females,2012,Asthma and status asthmaticus,9.11,Rate
Prov. Namur,BE35,65 years or over,Females,2013,Asthma and status asthmaticus,3.67,Rate
Prov. Namur,BE35,65 years or over,Females,2014,Asthma and status asthmaticus,7.29,Rate
Prov. Namur,BE35,65 years or over,Females,2015,Asthma and status asthmaticus,12.54,Rate
Prov. Namur,BE35,65 years or over,Females,2016,Asthma and status asthmaticus,3.21,Rate
Prov. Namur,BE35,65 years or over,Females,2017,Asthma and status asthmaticus,8.49,Rate
Prov. Namur,BE35,65 years or over,Females,2018,Asthma and status asthmaticus,7.29,Rate
Prov. Namur,BE35,65 years or over,Females,2019,Asthma and status asthmaticus,3.58,Rate
Prov. Namur,BE35,65 years or over,Females,2020,Asthma and status asthmaticus,6.84,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,All causes of death (A00-Y89) excluding S00-T98,182.92,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,All causes of death (A00-Y89) excluding S00-T98,190.69,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,All causes of death (A00-Y89) excluding S00-T98,183.54,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,All causes of death (A00-Y89) excluding S00-T98,177.42,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,All causes of death (A00-Y89) excluding S00-T98,181.43,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,All causes of death (A00-Y89) excluding S00-T98,181.79,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,All causes of death (A00-Y89) excluding S00-T98,176.27,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,All causes of death (A00-Y89) excluding S00-T98,160.09,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,All causes of death (A00-Y89) excluding S00-T98,162.44,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,All causes of death (A00-Y89) excluding S00-T98,153.88,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.48,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",3.55,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",3.46,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",7.47,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.35,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",3.42,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",2.4,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",7.31,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",7.58,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.74,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,"Malignant neoplasm of trachea, bronchus and lung",18.45,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,"Malignant neoplasm of trachea, bronchus and lung",16.88,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,"Malignant neoplasm of trachea, bronchus and lung",18.83,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,"Malignant neoplasm of trachea, bronchus and lung",17.74,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,"Malignant neoplasm of trachea, bronchus and lung",17.55,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,"Malignant neoplasm of trachea, bronchus and lung",20.52,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,"Malignant neoplasm of trachea, bronchus and lung",20.77,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,"Malignant neoplasm of trachea, bronchus and lung",16.7,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,"Malignant neoplasm of trachea, bronchus and lung",13.23,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,"Malignant neoplasm of trachea, bronchus and lung",14.18,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Malignant melanoma of skin,2.02,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Malignant melanoma of skin,1.5,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Malignant melanoma of skin,2.08,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Malignant melanoma of skin,1.55,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Malignant melanoma of skin,2.05,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Malignant melanoma of skin,0.0,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Malignant melanoma of skin,1.46,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Malignant melanoma of skin,0.93,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Malignant melanoma of skin,0.52,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Malignant melanoma of skin,0.49,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Malignant neoplasm of breast,17.53,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Malignant neoplasm of breast,12.63,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Malignant neoplasm of breast,13.86,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Malignant neoplasm of breast,14.43,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Malignant neoplasm of breast,14.16,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Malignant neoplasm of breast,13.36,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Malignant neoplasm of breast,13.5,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Malignant neoplasm of breast,10.16,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Malignant neoplasm of breast,15.63,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Malignant neoplasm of breast,10.61,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Diabetes mellitus,2.49,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Diabetes mellitus,1.97,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Diabetes mellitus,1.95,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Diabetes mellitus,0.49,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Diabetes mellitus,1.45,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Diabetes mellitus,1.89,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Diabetes mellitus,1.52,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Diabetes mellitus,0.46,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Diabetes mellitus,1.48,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Diabetes mellitus,1.05,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Mental and behavioural disorders (F00-F99),2.02,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Mental and behavioural disorders (F00-F99),10.07,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Mental and behavioural disorders (F00-F99),5.51,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Mental and behavioural disorders (F00-F99),2.57,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Mental and behavioural disorders (F00-F99),3.94,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Mental and behavioural disorders (F00-F99),4.95,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Mental and behavioural disorders (F00-F99),5.84,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Mental and behavioural disorders (F00-F99),1.43,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Mental and behavioural disorders (F00-F99),2.41,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Mental and behavioural disorders (F00-F99),1.91,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Other mental and behavioural disorders (remainder of F00-F99),1.52,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Other mental and behavioural disorders (remainder of F00-F99),3.96,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Other mental and behavioural disorders (remainder of F00-F99),3.02,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Other mental and behavioural disorders (remainder of F00-F99),1.46,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Other mental and behavioural disorders (remainder of F00-F99),0.96,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Other mental and behavioural disorders (remainder of F00-F99),0.95,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Other mental and behavioural disorders (remainder of F00-F99),1.95,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Other mental and behavioural disorders (remainder of F00-F99),0.46,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Other mental and behavioural disorders (remainder of F00-F99),0.92,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Other mental and behavioural disorders (remainder of F00-F99),0.45,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Other ischaemic heart diseases,1.99,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Other ischaemic heart diseases,2.96,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Other ischaemic heart diseases,3.93,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Other ischaemic heart diseases,2.93,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Other ischaemic heart diseases,2.95,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Other ischaemic heart diseases,1.92,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Other ischaemic heart diseases,1.9,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Other ischaemic heart diseases,1.39,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Other ischaemic heart diseases,3.02,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Other ischaemic heart diseases,1.02,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Acute myocardial infarction including subsequent myocardial infarction,5.52,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Acute myocardial infarction including subsequent myocardial infarction,5.95,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Acute myocardial infarction including subsequent myocardial infarction,2.93,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Acute myocardial infarction including subsequent myocardial infarction,4.4,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Acute myocardial infarction including subsequent myocardial infarction,4.39,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Acute myocardial infarction including subsequent myocardial infarction,5.74,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Acute myocardial infarction including subsequent myocardial infarction,5.37,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Acute myocardial infarction including subsequent myocardial infarction,4.5,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Acute myocardial infarction including subsequent myocardial infarction,4.28,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Acute myocardial infarction including subsequent myocardial infarction,3.7,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Cerebrovascular diseases,6.96,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Cerebrovascular diseases,6.03,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Cerebrovascular diseases,2.03,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Cerebrovascular diseases,5.49,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Cerebrovascular diseases,7.45,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Cerebrovascular diseases,5.35,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Cerebrovascular diseases,6.75,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Cerebrovascular diseases,8.29,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Cerebrovascular diseases,3.43,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Cerebrovascular diseases,2.73,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Chronic lower respiratory diseases,6.55,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Chronic lower respiratory diseases,5.99,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Chronic lower respiratory diseases,7.89,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Chronic lower respiratory diseases,4.38,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Chronic lower respiratory diseases,7.77,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Chronic lower respiratory diseases,8.63,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Chronic lower respiratory diseases,3.76,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Chronic lower respiratory diseases,7.97,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Chronic lower respiratory diseases,8.83,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Chronic lower respiratory diseases,5.56,Rate
Prov. Namur,BE35,Less than 65 years,Females,2011,Asthma and status asthmaticus,0.52,Rate
Prov. Namur,BE35,Less than 65 years,Females,2012,Asthma and status asthmaticus,1.53,Rate
Prov. Namur,BE35,Less than 65 years,Females,2013,Asthma and status asthmaticus,1.99,Rate
Prov. Namur,BE35,Less than 65 years,Females,2014,Asthma and status asthmaticus,0.0,Rate
Prov. Namur,BE35,Less than 65 years,Females,2015,Asthma and status asthmaticus,0.49,Rate
Prov. Namur,BE35,Less than 65 years,Females,2016,Asthma and status asthmaticus,0.49,Rate
Prov. Namur,BE35,Less than 65 years,Females,2017,Asthma and status asthmaticus,0.0,Rate
Prov. Namur,BE35,Less than 65 years,Females,2018,Asthma and status asthmaticus,0.0,Rate
Prov. Namur,BE35,Less than 65 years,Females,2019,Asthma and status asthmaticus,0.0,Rate
Prov. Namur,BE35,Less than 65 years,Females,2020,Asthma and status asthmaticus,0.45,Rate
Prov. Namur,BE35,Total,Males,2011,All causes of death (A00-Y89) excluding S00-T98,1400.99,Rate
Prov. Namur,BE35,Total,Males,2012,All causes of death (A00-Y89) excluding S00-T98,1497.38,Rate
Prov. Namur,BE35,Total,Males,2013,All causes of death (A00-Y89) excluding S00-T98,1471.37,Rate
Prov. Namur,BE35,Total,Males,2014,All causes of death (A00-Y89) excluding S00-T98,1348.95,Rate
Prov. Namur,BE35,Total,Males,2015,All causes of death (A00-Y89) excluding S00-T98,1445.23,Rate
Prov. Namur,BE35,Total,Males,2016,All causes of death (A00-Y89) excluding S00-T98,1335.95,Rate
Prov. Namur,BE35,Total,Males,2017,All causes of death (A00-Y89) excluding S00-T98,1345.59,Rate
Prov. Namur,BE35,Total,Males,2018,All causes of death (A00-Y89) excluding S00-T98,1367.39,Rate
Prov. Namur,BE35,Total,Males,2019,All causes of death (A00-Y89) excluding S00-T98,1300.0,Rate
Prov. Namur,BE35,Total,Males,2020,All causes of death (A00-Y89) excluding S00-T98,1541.9,Rate
Prov. Namur,BE35,Total,Males,2011,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",36.52,Rate
Prov. Namur,BE35,Total,Males,2012,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",38.62,Rate
Prov. Namur,BE35,Total,Males,2013,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",47.26,Rate
Prov. Namur,BE35,Total,Males,2014,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",46.03,Rate
Prov. Namur,BE35,Total,Males,2015,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",35.99,Rate
Prov. Namur,BE35,Total,Males,2016,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",35.41,Rate
Prov. Namur,BE35,Total,Males,2017,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",26.61,Rate
Prov. Namur,BE35,Total,Males,2018,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",35.46,Rate
Prov. Namur,BE35,Total,Males,2019,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",29.86,Rate
Prov. Namur,BE35,Total,Males,2020,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",33.88,Rate
Prov. Namur,BE35,Total,Males,2011,"Malignant neoplasm of trachea, bronchus and lung",123.73,Rate
Prov. Namur,BE35,Total,Males,2012,"Malignant neoplasm of trachea, bronchus and lung",107.33,Rate
Prov. Namur,BE35,Total,Males,2013,"Malignant neoplasm of trachea, bronchus and lung",119.81,Rate
Prov. Namur,BE35,Total,Males,2014,"Malignant neoplasm of trachea, bronchus and lung",107.51,Rate
Prov. Namur,BE35,Total,Males,2015,"Malignant neoplasm of trachea, bronchus and lung",111.68,Rate
Prov. Namur,BE35,Total,Males,2016,"Malignant neoplasm of trachea, bronchus and lung",103.8,Rate
Prov. Namur,BE35,Total,Males,2017,"Malignant neoplasm of trachea, bronchus and lung",105.66,Rate
Prov. Namur,BE35,Total,Males,2018,"Malignant neoplasm of trachea, bronchus and lung",92.48,Rate
Prov. Namur,BE35,Total,Males,2019,"Malignant neoplasm of trachea, bronchus and lung",90.36,Rate
Prov. Namur,BE35,Total,Males,2020,"Malignant neoplasm of trachea, bronchus and lung",89.91,Rate
Prov. Namur,BE35,Total,Males,2011,Malignant melanoma of skin,4.62,Rate
Prov. Namur,BE35,Total,Males,2012,Malignant melanoma of skin,3.67,Rate
Prov. Namur,BE35,Total,Males,2013,Malignant melanoma of skin,4.96,Rate
Prov. Namur,BE35,Total,Males,2014,Malignant melanoma of skin,6.71,Rate
Prov. Namur,BE35,Total,Males,2015,Malignant melanoma of skin,3.38,Rate
Prov. Namur,BE35,Total,Males,2016,Malignant melanoma of skin,5.7,Rate
Prov. Namur,BE35,Total,Males,2017,Malignant melanoma of skin,3.06,Rate
Prov. Namur,BE35,Total,Males,2018,Malignant melanoma of skin,2.16,Rate
Prov. Namur,BE35,Total,Males,2019,Malignant melanoma of skin,3.53,Rate
Prov. Namur,BE35,Total,Males,2020,Malignant melanoma of skin,5.92,Rate
Prov. Namur,BE35,Total,Males,2011,Malignant neoplasm of breast,0.58,Rate
Prov. Namur,BE35,Total,Males,2012,Malignant neoplasm of breast,0.61,Rate
Prov. Namur,BE35,Total,Males,2014,Malignant neoplasm of breast,0.66,Rate
Prov. Namur,BE35,Total,Males,2015,Malignant neoplasm of breast,0.4,Rate
Prov. Namur,BE35,Total,Males,2016,Malignant neoplasm of breast,0.57,Rate
Prov. Namur,BE35,Total,Males,2018,Malignant neoplasm of breast,0.4,Rate
Prov. Namur,BE35,Total,Males,2020,Malignant neoplasm of breast,1.19,Rate
Prov. Namur,BE35,Total,Males,2011,Diabetes mellitus,20.22,Rate
Prov. Namur,BE35,Total,Males,2012,Diabetes mellitus,17.91,Rate
Prov. Namur,BE35,Total,Males,2013,Diabetes mellitus,16.34,Rate
Prov. Namur,BE35,Total,Males,2014,Diabetes mellitus,19.73,Rate
Prov. Namur,BE35,Total,Males,2015,Diabetes mellitus,16.16,Rate
Prov. Namur,BE35,Total,Males,2016,Diabetes mellitus,14.54,Rate
Prov. Namur,BE35,Total,Males,2017,Diabetes mellitus,23.83,Rate
Prov. Namur,BE35,Total,Males,2018,Diabetes mellitus,13.17,Rate
Prov. Namur,BE35,Total,Males,2019,Diabetes mellitus,16.03,Rate
Prov. Namur,BE35,Total,Males,2020,Diabetes mellitus,17.23,Rate
Prov. Namur,BE35,Total,Males,2011,Mental and behavioural disorders (F00-F99),39.48,Rate
Prov. Namur,BE35,Total,Males,2012,Mental and behavioural disorders (F00-F99),35.07,Rate
Prov. Namur,BE35,Total,Males,2013,Mental and behavioural disorders (F00-F99),39.69,Rate
Prov. Namur,BE35,Total,Males,2014,Mental and behavioural disorders (F00-F99),37.25,Rate
Prov. Namur,BE35,Total,Males,2015,Mental and behavioural disorders (F00-F99),44.24,Rate
Prov. Namur,BE35,Total,Males,2016,Mental and behavioural disorders (F00-F99),48.41,Rate
Prov. Namur,BE35,Total,Males,2017,Mental and behavioural disorders (F00-F99),34.94,Rate
Prov. Namur,BE35,Total,Males,2018,Mental and behavioural disorders (F00-F99),30.04,Rate
Prov. Namur,BE35,Total,Males,2019,Mental and behavioural disorders (F00-F99),35.86,Rate
Prov. Namur,BE35,Total,Males,2020,Mental and behavioural disorders (F00-F99),37.26,Rate
Prov. Namur,BE35,Total,Males,2011,Other mental and behavioural disorders (remainder of F00-F99),4.19,Rate
Prov. Namur,BE35,Total,Males,2012,Other mental and behavioural disorders (remainder of F00-F99),3.79,Rate
Prov. Namur,BE35,Total,Males,2013,Other mental and behavioural disorders (remainder of F00-F99),2.37,Rate
Prov. Namur,BE35,Total,Males,2014,Other mental and behavioural disorders (remainder of F00-F99),3.46,Rate
Prov. Namur,BE35,Total,Males,2015,Other mental and behavioural disorders (remainder of F00-F99),9.0,Rate
Prov. Namur,BE35,Total,Males,2016,Other mental and behavioural disorders (remainder of F00-F99),6.05,Rate
Prov. Namur,BE35,Total,Males,2017,Other mental and behavioural disorders (remainder of F00-F99),2.93,Rate
Prov. Namur,BE35,Total,Males,2018,Other mental and behavioural disorders (remainder of F00-F99),6.35,Rate
Prov. Namur,BE35,Total,Males,2019,Other mental and behavioural disorders (remainder of F00-F99),2.14,Rate
Prov. Namur,BE35,Total,Males,2020,Other mental and behavioural disorders (remainder of F00-F99),3.06,Rate
Prov. Namur,BE35,Total,Males,2011,Other ischaemic heart diseases,54.26,Rate
