Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Germany","NET.DE_NI","Andreas Hainsch","DENI016","Oker/Harlingerode","SPO.DE_DENI016_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","12.281","ug/m3","96.35","1","Background","Suburban","10.4813","51.9016","208.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DENI016&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE052","Kleiner Feldberg","SPO.DE_DEHE052_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","8.720","ug/m3","96.37","3","Background","Rural","8.4461","50.2219","811.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BY","Susanne Schmid","DEBY093","Sulzbach-Rosenberg/Lohe","SPO.DE_DEBY093_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","14.024","ug/m3","99.89","3","Background","Suburban","11.7863","49.4880","393.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BB","Hannes Brauer","DEBB073","Potsdam, Großbeerenstr.","SPO.DE_DEBB073_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","15.038","ug/m3","78.20","3","Traffic","Urban","13.0946","52.3889","32.0","Potsdam                                                                         ","DE041C1                                           ","180334","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW015","Heilbronn","SPO.DE_DEBW015_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","19.751","ug/m3","99.73","1","Background","Urban","9.2248","49.1655","157.0","Heilbronn                                                                       ","DE529C1                                           ","126592","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEBW015&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW023","Weil am Rhein","SPO.DE_DEBW023_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","16.280","ug/m3","99.09","1","Background","Suburban","7.6333","47.5882","275.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DEBW023&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW200","Bielefeld Detmolder Straße","SPO.DE_DENW200_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","17.996","ug/m3","98.88","3","Traffic","Urban","8.5528","52.0056","137.0","Bielefeld                                                                       ","DE017C1                                           ","334195","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW099","Stuttgart Arnulf-Klett-Platz","SPO.DE_DEBW099_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","25.795","ug/m3","99.55","1","Traffic","Urban","9.1807","48.7831","244.0","Stuttgart                                                                       ","DE007C1                                           ","635911","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEBW099&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SH","Dr. Barbara Mathieu-Üffing","DESH015","Itzehoe","SPO.DE_DESH015_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","17.153","ug/m3","98.59","1","Background","Urban","9.5326","53.9247","40.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DESH015&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_UB","Bryan Hellack","DEUB028","Zingst","SPO.DE_DEUB028_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","13.976","ug/m3","99.82","1","Background","Rural","12.7219","54.4370","1.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEUB028&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW375","Witten-Mitte","SPO.DE_DENW375_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","19.915","ug/m3","63.87","1","Industrial","Urban","7.3336","51.4331","93.0","Witten                                                                          ","DE543C1                                           ","96459","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DENW375&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW152","Heilbronn Weinsberger Straße-Ost","SPO.DE_DEBW152_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","24.080","ug/m3","99.73","1","Traffic","Urban","9.2259","49.1460","165.0","Heilbronn                                                                       ","DE529C1                                           ","126592","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEBW152&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW133","Hagen Graf-von-Galen-Ring","SPO.DE_DENW133_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","27.059","ug/m3","97.04","1","Traffic","Urban","7.4636","51.3628","112.0","Hagen                                                                           ","DE511C1                                           ","188686","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DENW133&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN025","Leipzig-Mitte","SPO.DE_DESN025_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","19.944","ug/m3","97.11","1","Traffic","Urban","12.3772","51.3442","110.0","Leipzig                                                                         ","DE008C1                                           ","593145","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DESN025&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BY","Susanne Schmid","DEBY109","Andechs/Rothenfeld","SPO.DE_DEBY109_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","12.581","ug/m3","96.68","1","Background","Rural","11.2202","47.9688","700.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEBY109&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_RP","Margit von Döhren","DERP045","Koblenz-Hohenfelder Straße","SPO.DE_DERP045_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","16.193","ug/m3","95.02","1","Traffic","Urban","7.5922","50.3594","70.0","Koblenz                                                                         ","DE042C1                                           ","114052","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DERP045&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE057","Wetzlar-Hermannstein","SPO.DE_DEHE057_PM1_dataGroup3","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","19.335","ug/m3","33.24","1","Background","Urban","8.4951","50.5779","183.0","Wetzlar                                                                         ","DE079C1                                           ","52955","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DEHE057&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW024","Ludwigsburg","SPO.DE_DEBW024_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","17.684","ug/m3","99.73","1","Background","Suburban","9.1728","48.8992","302.0","Ludwigsburg                                                                     ","DE049C1                                           ","93584","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEBW024&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE013","Kassel Mitte","SPO.DE_DEHE013_PM1_dataGroup3","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","14.376","ug/m3","32.94","1","Background","Urban","9.4834","51.3142","181.0","Kassel                                                                          ","DE513C1                                           ","202137","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DEHE013&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW254","Duisburg Bergstraße 48","SPO.DE_DENW254_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","20.286","ug/m3","99.00","1","Industrial","Urban","6.7523","51.4679","28.0","Duisburg                                                                        ","DE501C1                                           ","498686","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DENW254&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST028","Zeitz","SPO.DE_DEST028_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","17.578","ug/m3","98.01","1","Background","Urban","12.1413","51.0546","156.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DEST028&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NI","Andreas Hainsch","DENI075","Braunschweig-Verkehr","SPO.DE_DENI075_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","19.813","ug/m3","99.43","1","Traffic","Urban","10.5406","52.2667","81.0","Braunschweig                                                                    ","DE506C1                                           ","249406","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DENI075&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HH","Anne Merike Fiedler","DEHH081","Hamburg Hafen","SPO.DE_DEHH081_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","19.804","ug/m3","96.94","1","Background","Urban","9.9816","53.5292","6.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DEHH081&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW134","Essen Gladbecker Straße","SPO.DE_DENW134_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","24.561","ug/m3","99.35","1","Traffic","Urban","7.0053","51.4779","50.0","Essen                                                                           ","DE006C1                                           ","582760","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DENW134&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW338","Duisburg-Bruckhausen","SPO.DE_DENW338_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","21.744","ug/m3","77.09","3","Industrial","Urban","6.7354","51.4855","24.0","Duisburg                                                                        ","DE501C1                                           ","498686","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW107","Tübingen","SPO.DE_DEBW107_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","14.144","ug/m3","100.00","1","Background","Suburban","9.0512","48.5077","325.0","Tübingen                                                                        ","DE050C1                                           ","91506","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DEBW107&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST095","Aschersleben","SPO.DE_DEST095_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","17.657","ug/m3","98.81","3","Traffic","Urban","11.4495","51.7595","118.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_RP","Margit von Döhren","DERP007","Mainz-Mombach","SPO.DE_DERP007_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","18.165","ug/m3","99.77","1","Background","Urban","8.2168","50.0176","115.0","Mainz                                                                           ","DE037C1                                           ","218578","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DERP007&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW031","Schwarzwald-Süd","SPO.DE_DEBW031_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","8.333","ug/m3","98.57","1","Background","Rural","7.7645","47.8099","904.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DEBW031&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW134","Essen Gladbecker Straße","SPO.DE_DENW134_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","26.734","ug/m3","77.72","3","Traffic","Urban","7.0053","51.4779","50.0","Essen                                                                           ","DE006C1                                           ","582760","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_HE","Diana Rose","DEHE020","Wetzlar","SPO.DE_DEHE020_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","17.112","ug/m3","98.22","3","Background","Urban","8.5006","50.5672","152.0","Wetzlar                                                                         ","DE079C1                                           ","52955","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DEHE020&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_RP","Margit von Döhren","DERP016","Westerwald-Herdorf","SPO.DE_DERP016_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","11.006","ug/m3","98.64","1","Background","Rural","7.9735","50.7668","480.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DERP016&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE044","Limburg","SPO.DE_DEHE044_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","17.357","ug/m3","98.83","1","Background","Urban","8.0610","50.3832","128.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEHE044&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST002","Burg","SPO.DE_DEST002_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","14.795","ug/m3","95.44","1","Background","Suburban","11.8648","52.2684","47.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DEST002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW015","Heilbronn","SPO.DE_DEBW015_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","19.577","ug/m3","99.52","1","Background","Urban","9.2248","49.1655","157.0","Heilbronn                                                                       ","DE529C1                                           ","126592","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEBW015&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE059","Fulda Petersberger Straße","SPO.DE_DEHE059_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","15.860","ug/m3","99.12","3","Traffic","Urban","9.6849","50.5500","277.0","Fulda                                                                           ","DE065C1                                           ","68635","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_TH","Horst Hempel","DETH042","Possen","SPO.DE_DETH042_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","13.374","ug/m3","97.29","1","Background","Rural","10.8672","51.3333","420.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DETH042&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NI","Andreas Hainsch","DENI031","Jadebusen","SPO.DE_DENI031_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","14.758","ug/m3","98.82","1","Background","Rural","8.0906","53.5962","2.0","Wilhelmshaven                                                                   ","DE048C1                                           ","76089","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DENI031&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_TH","Horst Hempel","DETH093","Weimar Schwanseestr.","SPO.DE_DETH093_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","14.701","ug/m3","99.55","1","Background","Urban","11.3210","50.9822","224.0","Weimar                                                                          ","DE030C1                                           ","65228","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DETH093&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_TH","Horst Hempel","DETH036","Greiz Mollbergstr.","SPO.DE_DETH036_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","13.721","ug/m3","99.55","3","Background","Urban","12.2052","50.6559","265.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_SN","Martina Strakova","DESN045","Zittau-Ost","SPO.DE_DESN045_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","19.818","ug/m3","97.57","1","Background","Suburban","14.8228","50.8924","230.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DESN045&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NI","Andreas Hainsch","DENI054","Hannover","SPO.DE_DENI054_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","15.812","ug/m3","99.25","1","Background","Urban","9.7061","52.3629","85.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DENI054&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NI","Andreas Hainsch","DENI068","Göttingen-Verkehr","SPO.DE_DENI068_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","21.256","ug/m3","98.91","1","Traffic","Urban","9.9283","51.5302","150.0","Göttingen                                                                       ","DE021C1                                           ","118911","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DENI068&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NI","Andreas Hainsch","DENI048","Hannover Verkehr","SPO.DE_DENI048_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","23.103","ug/m3","66.40","1","Traffic","Urban","9.7155","52.3595","66.0","Hannover                                                                        ","DE013C1                                           ","536925","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DENI048&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_TH","Horst Hempel","DETH091","Mühlhausen Wanfrieder Str","SPO.DE_DETH091_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","19.449","ug/m3","99.77","3","Traffic","Urban","10.4484","51.2052","220.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BB","Hannes Brauer","DEBB086","Blankenfelde-Mahlow","SPO.DE_DEBB086_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","18.876","ug/m3","99.82","1","Background","Suburban","13.4243","52.3497","43.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DEBB086&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
